年份,自变量,城镇人口（占总人口比例）,人均 GDP（2010年不变价美元）,外国直接投资额（以当前价格计算，百万美元）,第一产业占比
926.0,926.0,926.0,926.0,926.0,926.0
2009.1393088552916,53785.761339092875,41.697713822894244,2471.3945361814212,795.9474600431955,21.074897323404958
5.416594038809089,116090.70081077797,17.392066212583227,3163.443133851981,1584.8722288031317,14.178736456505554
2000.0,0.0,8.246,194.87307009999998,-7397.295,0.0
2005.0,2030.5,28.50725,583.5386023249999,51.823750000000004,8.89321456725
2009.0,8851.5,40.7055,1143.982462,274.0475,21.400587695
2014.0,43654.75,54.27100000000001,2983.80064025,852.98825,30.379961142499997
2018.0,843421.0,89.37,20532.95226,11578.1,76.5335872
