s_link_dir,s_next_link_dir,s_is_fork_road,s_is_signal_light,s_link_dir_speed,s_next_link_dir_speed,s_link_dir_road_condition,s_next_link_dir_road_condition,label,predict
403922890,403922900,0,0,33 35 42 33 32 41 35 29 36 27 36 26 27 33 42 42 38 40 40 40 38 48 44 42 46 50 42 47 44 42 24 28 36 32 32 29 30 34 41 36 30 33 32 31 31 22 23 23 16 19 24 27 29 24 27 27 17 27 23 18 30 29 26 32 37 40 35 28 26 20 23 32 29 36 34 27 35 32 28 33 25 29 29 29 19 28 29 25 19 28 27 21 24 29 18 25 16 30 27 16 25 37 36 34 26 20 46 37 35 42 45 47 49 46 41 40 47 37 38 41 40 54 53 56 34 41 49 48 58 41 59 36 54 37 41 38 45 33 46 42 48 49 46 38 41 37 34 38 37 42 39 39 41 41 47 48 46 38 31 30 26 30 37 34 36 31 15 11 14 12 19 21 25 10 12 18 21 21 15 20 20,25 30 30 32 27 32 25 32 35 38 39 30 31 28 32 29 38 47 47 29 39 50 46 38 37 34 35 33 35 35 25 24 25 25 28 31 19 20 24 22 28 24 23 26 24 28 43 31 39 36 35 41 34 34 31 37 38 36 52 47 41 25 22 35 37 46 38 25 24 26 30 28 32 32 29 26 35 38 50 45 47 35 31 27 26 33 39 35 35 35 42 49 58 51 55 57 58 58 57 35 32 35 57 30 38 53 23 17 16 21 20 16 17 16 24 26 13 14 25 24 24 28 42 39 32 29 36 39 35 40 42 43 36 37 36 32 30 32 33 35 30 35 40 40 32 23 34 31 28 40 39 26 32 30 28 27 27 30 26 28 27 32 34 36 36 29 28 31 31 30 34 31 33 30 28 29 28 35 29 29 28,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1
616760510,656311860,0,0,34 34 34 34 34 34 29 28 24 38 22 34 31 30 33 34 33 41 32 35 27 30 31 42 44 44 41 41 23 27 26 42 21 16 22 21 18 24 21 18 14 43 17 18 20 44 41 36 48 46 55 55 44 34 41 44 40 40 42 41 41 15 18 20 8 13 3 16 14 10 17 21 5 10 4 3 37 30 28 28 29 20 31 39 22 25 32 29 28 21 30 14 9 9 10 12 7 8 14 21 16 10 8 14 16 9 13 19 19 16 15 12 12 6 12 9 19 23 27 21 16 12 14 10 11 22 17 24 12 14 10 9 12 15 17 11 11 15 8 3 12 8 12 15 5 7 14 11 16 10 10 24 30 30 18 13 18 17 17 22 30 34 33 33 28 39 50 39 30 42 46 33 43 32 39 31 38 50 50 52 48,24 24 24 24 25 32 26 36 21 24 23 24 24 28 16 11 10 12 8 11 5 11 7 8 8 4 12 10 10 11 31 28 32 36 30 42 27 27 30 31 31 41 37 35 35 27 26 35 26 27 38 37 40 40 33 30 29 32 27 29 29 23 28 21 29 26 25 18 13 26 14 12 10 20 25 29 14 10 7 14 8 10 7 7 15 14 14 13 7 13 11 27 33 25 37 22 23 20 22 20 25 24 29 30 29 25 8 7 8 10 12 8 7 7 9 7 10 8 6 12 12 14 18 18 13 11 8 8 5 4 5 7 7 14 13 13 37 14 36 13 34 18 5 18 8 12 19 15 16 17 18 42 39 41 38 45 45 45 37 51 38 36 28 27 27 28 8 9 17 16 7 15 14 15 12 10 5 16 12 10 11,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 2 4 1 1 1 1 0 2 1 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 1 0 0 1 1 1 1 1 1 2 1 0 0 0 0 2 1 2 2 1 1 1 0 1 1 2 2 1 1 2 2 1 2 2 1 2 2 2 2 2 2 2 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 1 2 2 2 2 1 1 1 1 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 1 2 2 2 2 2 2 2 2 2 1 2 1 1 1 1 1 1 1 2 4 2 2 2 1 1 1 0 0 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 2 0 0 1 0 1 1 1 1 1 1,1,1
655997030,655997020,0,0,56 53 54 57 55 49 51 48 58 51 54 58 48 57 61 45 51 52 47 51 55 61 60 59 57 63 56 55 64 33 59 63 61 58 51 54 55 54 57 56 55 59 48 53 52 49 49 55 57 56 56 49 51 52 54 52 49 52 52 51 52 49 37 56 59 60 55 52 52 46 35 39 44 49 54 54 57 58 58 56 54 56 55 51 57 57 53 57 55 53 55 38 43 50 51 47 53 55 51 44 56 39 45 47 36 39 47 50 52 60 61 64 56 55 61 65 58 58 49 61 50 53 46 52 56 53 50 41 41 38 35 38 48 57 56 54 46 42 46 38 46 48 50 53 57 56 57 55 52 51 52 56 53 59 50 59 50 50 56 53 53 50 54 51 54 52 48 55 49 49 51 47 51 50 44 50 48 46 51 45 43,58 63 56 54 68 65 68 64 65 70 70 69 60 59 59 63 60 60 64 57 55 49 48 35 31 37 34 54 60 58 59 60 66 59 59 62 57 57 61 60 59 61 57 62 62 62 62 62 57 59 57 56 57 58 52 61 59 58 59 58 62 57 58 61 65 67 65 67 69 57 58 61 59 65 68 58 44 39 69 56 60 54 58 59 61 55 57 59 60 35 34 62 58 57 66 71 69 66 70 59 68 63 55 55 54 63 66 62 60 60 60 62 53 54 55 60 66 60 61 62 66 57 46 58 64 65 58 67 56 59 60 59 61 62 62 62 55 60 58 59 57 51 58 52 57 56 58 57 59 61 62 54 52 59 46 40 34 35 58 59 42 59 34 33 39 57 57 60 64 64 61 69 60 61 69 60 63 65 64 63 60,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1
91000062188920,3809900,0,0,64 59 62 61 66 69 64 60 63 64 66 69 67 64 62 62 58 66 65 64 66 60 62 64 62 61 58 63 77 64 64 59 60 61 61 62 62 62 60 60 63 64 66 66 62 60 61 66 64 62 60 65 64 63 62 62 61 40 53 57 64 64 66 69 70 70 60 58 58 58 56 62 62 62 66 57 55 67 56 64 58 58 57 62 60 62 61 60 62 60 57 60 60 57 63 63 61 61 61 61 60 58 59 58 57 65 65 63 74 68 69 63 63 70 58 65 60 61 67 67 61 64 65 62 67 62 68 68 69 65 62 64 65 63 60 62 64 67 62 63 52 61 61 64 61 62 57 58 63 62 64 64 64 65 64 62 57 60 59 58 61 60 65 65 61 62 58 61 65 59 61 59 61 61 58 56 59 62 63 55 62,60 58 61 64 57 65 59 57 57 56 55 57 55 54 50 61 60 47 48 50 51 53 61 58 59 58 56 51 56 56 60 57 56 60 55 55 56 57 58 60 60 60 59 53 57 58 57 56 60 59 55 59 62 61 62 58 57 57 63 59 54 57 58 59 60 57 56 62 59 70 58 59 62 62 61 59 54 61 58 65 67 59 60 62 57 60 57 61 66 63 61 59 58 62 58 60 59 58 55 57 61 62 61 67 64 62 61 60 55 53 59 67 66 61 67 71 64 66 64 63 63 60 53 48 59 46 52 62 53 53 49 59 56 48 53 47 66 65 59 61 63 54 69 63 62 62 71 63 59 67 63 56 50 55 55 56 56 58 57 64 57 59 60 56 58 59 61 59 55 55 59 58 56 62 61 55 55 56 60 60 57,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1
164425490,164425450,0,0,46 46 56 44 53 48 50 51 53 51 46 46 51 51 46 48 47 49 56 53 53 55 53 51 52 54 54 51 51 41 49 52 52 56 56 36 52 45 44 44 40 44 43 46 45 64 43 38 43 48 57 57 43 49 48 49 49 52 44 44 58 47 46 57 57 53 53 54 56 54 58 55 52 52 48 66 48 47 45 42 42 50 61 50 49 49 40 67 68 68 54 49 51 55 61 56 56 56 58 54 54 52 51 50 51 52 54 49 62 53 59 57 49 47 48 48 47 56 55 54 56 48 53 55 53 39 53 53 39 53 53 55 57 56 48 48 47 45 43 50 53 47 41 45 46 31 45 35 36 48 47 54 42 39 51 53 54 52 52 51 40 38 43 42 39 42 38 57 60 51 49 49 50 51 51 54 54 51 48 44 42,44 44 44 43 46 56 54 62 54 55 55 56 58 53 49 55 53 52 56 55 53 53 51 53 53 41 39 48 56 50 56 56 56 56 57 36 39 42 44 45 44 45 52 46 48 37 55 39 42 40 42 56 58 58 66 40 53 51 42 43 50 50 46 46 44 57 60 54 53 52 52 56 59 58 54 49 50 68 66 40 47 62 50 42 42 67 45 68 48 49 46 46 57 44 59 47 48 49 52 49 43 43 45 51 51 56 59 54 52 54 55 58 54 65 65 52 49 51 48 51 49 60 57 37 61 48 56 43 56 55 53 53 42 42 49 44 68 58 48 48 51 52 51 48 44 39 46 52 58 53 45 45 57 45 47 42 49 53 48 36 46 46 44 40 43 51 52 52 52 60 57 51 51 55 38 54 44 49 54 51 55,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1
126457560,126457550,0,0,67 67 68 68 67 67 68 68 68 66 66 65 66 66 67 62 65 64 65 66 69 66 65 66 67 68 67 66 64 68 66 68 64 62 60 68 57 55 56 57 66 66 65 58 65 38 38 39 58 60 59 57 56 56 55 55 53 51 42 46 67 69 71 71 71 70 69 69 67 67 68 71 70 68 69 65 67 66 67 66 67 67 67 67 66 66 67 61 54 46 56 58 61 55 55 56 58 57 62 62 58 63 61 57 57 67 66 68 66 61 60 61 63 64 66 67 68 67 67 66 71 69 68 69 68 67 69 71 70 67 67 70 71 72 71 67 69 67 66 68 69 71 69 68 68 70 69 68 68 70 65 67 65 66 66 67 69 69 71 70 68 68 69 68 68 41 37 34 33 35 36 40 40 39 38 38 38 37 38 41 69,54 47 55 54 47 53 47 46 45 46 50 50 50 49 50 63 63 56 54 53 52 54 56 58 64 64 65 63 61 60 64 55 49 43 59 63 63 63 63 63 64 64 64 64 64 52 52 58 57 58 59 54 58 58 54 51 52 51 53 52 69 65 68 71 68 67 64 64 67 66 67 69 69 67 66 64 63 59 63 62 65 65 64 57 63 60 65 60 64 64 68 65 67 67 70 70 69 67 65 68 68 57 68 67 68 68 68 70 68 67 66 66 66 65 65 65 64 67 68 69 46 45 46 45 45 44 44 40 38 33 32 37 40 43 46 66 65 64 63 62 65 65 67 66 69 66 64 65 66 65 65 64 65 59 60 61 63 63 64 65 65 64 64 63 64 65 63 62 62 64 64 64 64 62 65 64 63 64 62 63 63,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1
3940790,3940800,0,0,35 42 42 36 37 40 38 42 35 40 35 27 34 36 38 39 31 24 30 40 48 44 37 31 34 33 39 39 51 48 34 34 30 32 38 27 30 33 40 40 42 42 39 38 34 37 38 40 40 36 33 41 33 40 38 33 43 34 36 43 42 25 33 33 35 42 37 37 34 38 38 38 41 41 40 32 26 40 38 40 33 35 32 33 34 35 35 34 37 32 35 26 30 26 42 43 35 41 35 35 40 35 38 28 33 47 37 41 41 32 37 37 49 49 45 42 41 37 39 38 37 44 40 37 36 34 37 40 47 37 40 35 37 34 44 43 55 51 29 29 29 36 26 37 32 47 26 29 45 48 60 40 44 43 46 45 51 55 47 45 34 45 41 41 44 50 53 46 46 42 32 33 39 43 43 38 39 37 40 43 44,38 31 49 34 35 37 41 45 35 41 38 49 41 42 41 37 33 34 34 30 34 38 27 31 33 40 40 42 42 38 38 38 31 35 27 33 31 36 33 43 40 39 39 42 41 29 49 53 60 48 47 45 26 33 22 33 33 29 29 30 34 48 28 57 34 29 32 29 37 43 44 34 31 33 47 36 42 43 47 42 34 36 38 43 41 38 35 29 32 41 42 42 35 34 33 28 39 38 37 35 40 47 39 37 46 41 44 42 39 39 39 32 35 34 33 25 40 35 28 32 39 28 33 26 29 24 41 42 48 47 40 36 32 38 34 39 40 38 35 37 39 38 42 32 36 34 27 34 36 40 32 47 55 51 48 46 43 44 42 20 20 41 20 36 31 44 32 37 39 29 35 31 30 32 40 27 30 32 31 32 37,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0
91000064084441,417196791,0,0,43 37 37 40 42 40 42 36 33 34 37 47 50 48 48 29 32 37 23 27 44 21 21 21 27 30 42 24 25 26 29 28 21 26 27 28 35 32 22 24 23 30 33 32 30 30 31 32 31 24 25 24 31 34 35 37 36 33 31 32 26 22 23 23 29 33 33 28 26 23 26 28 30 31 28 27 39 31 25 38 26 35 23 28 31 26 40 29 25 25 39 33 34 34 35 32 34 35 33 27 29 29 32 32 35 30 41 27 24 33 34 45 45 43 36 31 27 26 35 35 35 25 26 26 36 35 37 38 36 33 32 33 33 35 35 35 35 39 37 35 29 30 45 43 43 31 30 28 35 35 24 34 29 39 35 32 32 36 35 37 37 38 40 39 39 34 38 43 33 33 37 42 49 46 36 37 45 43 39 36 43,28 39 38 40 28 25 26 31 31 34 27 25 24 25 29 32 34 32 30 35 34 32 35 39 33 27 35 29 27 34 24 37 35 34 31 24 30 30 31 25 32 33 36 32 31 21 27 28 35 32 31 22 23 23 26 33 32 30 29 28 27 24 34 33 31 41 45 45 43 27 35 26 35 29 36 26 30 28 22 23 23 30 33 33 31 28 26 23 26 26 38 40 32 33 29 39 39 39 37 37 35 36 34 34 32 22 34 43 43 37 36 40 33 40 37 42 48 37 48 47 50 37 45 43 43 49 46 42 37 33 36 36 33 43 39 38 37 32 23 27 29 44 30 21 21 27 42 26 25 21 23 29 35 30 43 31 43 45 36 39 35 35 35 35 23 30 37 25 38 36 36 33 35 35 35 33 33 32 35 26 26,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1
610784110,610784120,0,0,47 34 35 35 34 29 31 33 42 48 47 52 47 54 55 35 34 39 36 36 34 32 28 28 30 32 33 33 34 38 36 34 48 51 51 51 43 42 35 30 36 48 48 47 40 27 44 40 33 32 32 37 41 36 34 30 30 33 45 37 43 44 45 44 31 36 38 42 44 45 33 43 32 45 44 44 33 34 41 43 46 39 38 38 41 37 30 32 32 35 40 36 37 39 36 43 44 41 39 33 33 32 38 35 40 39 39 37 30 30 42 42 44 47 50 50 50 50 46 37 34 44 46 51 30 51 40 38 34 39 43 45 40 36 36 36 29 31 41 45 29 36 40 41 37 35 31 30 27 29 31 41 37 37 37 44 53 57 33 35 58 55 50 48 48 44 28 31 38 42 33 32 27 32 31 34 37 32 31 31 33,30 31 34 37 29 26 21 36 35 39 38 27 27 28 28 38 26 26 28 34 40 31 26 34 30 26 44 41 41 31 28 33 37 31 29 45 45 46 46 48 42 47 43 30 25 45 37 34 32 45 37 45 45 44 41 43 36 38 35 34 31 35 29 34 34 35 22 26 32 33 38 31 33 34 33 33 51 47 47 50 48 47 44 38 34 32 34 35 37 41 54 35 30 32 32 34 41 38 34 31 33 33 39 43 43 42 40 41 40 40 36 41 41 39 31 42 43 43 38 32 33 38 41 33 32 30 28 35 40 46 42 27 37 32 34 39 39 39 31 30 28 43 28 32 38 24 24 43 37 27 34 27 27 35 36 46 44 44 44 44 45 43 42 42 39 33 34 37 41 37 38 37 37 36 39 41 36 29 37 39 38,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0
